educ,ne,nc,west,south,exper,motheduc,fatheduc,brkhme14,sibs,urban,ne18,nc18,south18,west18,urban18,tuit17,tuit18,lwage,expersq
14,1,0,0,0,6,14,16,0,3,1,1,0,0,0,1,13.93464,15.17254,2.403195,36
15,1,0,0,0,8,12,16,0,5,1,1,0,0,0,1,15.00826,14.46297,3.019179,64
14,1,0,0,0,8,16,16,0,1,0,1,0,0,0,1,14.46297,6.922371,1.828127,64
10,1,0,0,0,11,12,12,0,4,1,1,0,0,0,1,14.46297,13.93464,1.927579,121
14,1,0,0,0,8,12,12,0,2,1,1,0,0,0,1,15.00826,14.46297,1.656473,64
11,1,0,0,0,10,12,14,0,3,1,1,0,0,0,1,13.93464,15.17254,2.627392,100
11,1,0,0,0,12,12,12,0,6,1,1,0,0,0,1,15.00826,14.46297,2.753346,144
20,0,1,0,0,7,16,12,0,1,1,1,0,0,0,1,7.311346,7.311346,2.450897,49
13,1,0,0,0,9,12,12,0,3,1,1,0,0,0,1,14.46297,13.93464,1.934331,81
15,1,0,0,0,9,13,18,0,3,1,1,0,0,0,1,15.08226,15.00826,3.564622,81
14,1,0,0,0,6,13,18,1,3,1,1,0,0,0,1,13.93464,15.17254,2.990034,36
16,1,0,0,0,8,12,12,0,1,1,1,0,0,0,1,15.08226,15.08226,3.012231,64
12,1,0,0,0,13,15,10,1,4,1,1,0,0,0,1,15.08226,15.08226,2.205841,169
13,1,0,0,0,13,12,12,0,3,1,1,0,0,0,1,15.08226,15.08226,2.417392,169
12,1,0,0,0,14,11,11,0,4,1,1,0,0,0,1,15.08226,15.08226,2.760767,196
15,1,0,0,0,8,12,12,0,2,1,1,0,0,0,1,15.08226,15.00826,2.956511,64
15,1,0,0,0,5,14,14,0,4,1,1,0,0,0,1,13.93464,15.17254,2.121282,25
17,1,0,0,0,6,12,12,0,5,1,1,0,0,0,1,15.00826,14.46297,2.390088,36
15,0,1,0,0,12,12,12,0,3,1,1,0,0,0,1,15.08226,15.08226,2.194911,144
13,1,0,0,0,10,16,14,0,4,1,1,0,0,0,1,15.08226,15.00826,3.266417,100
12,1,0,0,0,14,12,15,0,6,1,1,0,0,0,1,12.38751,12.38751,2.87855,196
12,1,0,0,0,12,11,11,0,4,1,1,0,0,0,1,12.38751,12.38751,2.563469,144
8,0,0,0,1,17,11,8,0,5,0,1,0,0,0,1,11.15503,11.15503,1.305637,289
12,1,0,0,0,14,12,12,0,1,1,1,0,0,0,1,12.38751,12.38751,2.76414,196
12,1,0,0,0,9,12,8,1,2,1,1,0,0,0,1,11.96709,12.39135,2.196997,81
12,1,0,0,0,10,8,8,0,2,1,1,0,0,0,1,12.36305,11.96709,2.542536,100
12,1,0,0,0,15,12,12,0,5,1,1,0,0,0,0,12.38751,12.38751,2.325898,225
13,0,0,1,0,12,12,12,0,5,1,1,0,0,0,0,12.38751,12.38751,2.988069,144
15,1,0,0,0,12,16,16,0,1,1,1,0,0,0,0,6.26687,6.26687,3.237924,144
14,0,0,0,1,12,12,12,0,3,1,1,0,0,0,0,12.38751,12.38751,2.403126,144
15,1,0,0,0,9,11,12,0,1,0,1,0,0,0,0,12.38751,12.38751,3.232498,81
14,1,0,0,0,11,12,10,0,2,1,1,0,0,0,0,12.38751,12.38751,2.018134,121
12,1,0,0,0,15,12,12,0,2,1,1,0,0,0,1,12.38751,12.38751,2.82298,225
12,1,0,0,0,16,9,11,0,3,0,1,0,0,0,1,12.38751,12.38751,3.11778,256
12,1,0,0,0,10,12,12,0,5,1,1,0,0,0,1,12.36305,11.96709,1.71758,100
12,1,0,0,0,11,12,12,0,2,1,1,0,0,0,1,12.38751,12.36305,2.397318,121
20,1,0,0,0,5,14,18,0,1,1,1,0,0,0,1,12.38751,12.38751,3.134994,25
17,1,0,0,0,9,12,12,0,2,1,1,0,0,0,1,11.15503,11.15503,3.063121,81
12,1,0,0,0,14,12,12,1,4,1,1,0,0,0,1,2.088957,2.088957,2.899941,196
13,1,0,0,0,13,12,12,0,3,1,1,0,0,0,1,11.15503,11.15503,2.922989,169
15,1,0,0,0,8,12,14,0,2,0,1,0,0,0,1,10.20562,9.867887,2.691803,64
12,1,0,0,0,9,12,12,0,0,1,1,0,0,0,1,9.867887,9.769236,1.265303,81
14,0,0,1,0,10,14,20,1,2,1,1,0,0,0,1,11.15503,11.15503,2.238047,100
14,0,0,1,0,7,14,20,1,2,1,1,0,0,0,1,9.769236,9.343459,1.56489,49
15,1,0,0,0,8,14,16,0,3,1,1,0,0,0,1,10.20562,9.867887,2.443285,64
15,1,0,0,0,10,17,16,0,1,1,1,0,0,0,1,15.08226,15.08226,4.000216,100
17,1,0,0,0,5,16,20,0,2,1,1,0,0,0,1,9.867887,9.769236,4.29562,25
20,0,1,0,0,6,16,20,0,2,1,1,0,0,0,1,7.311346,7.311346,2.907721,36
20,1,0,0,0,4,16,20,0,2,1,1,0,0,0,1,7.394907,6.641155,3.412981,16
17,0,0,1,0,10,12,19,0,3,1,1,0,0,0,0,7.520245,7.520245,2.956511,100
18,1,0,0,0,9,16,16,0,1,1,1,0,0,0,1,11.15503,11.15503,4.405681,81
15,1,0,0,0,9,16,16,0,2,1,1,0,0,0,1,4.240583,4.240583,2.639057,81
19,0,0,0,1,6,15,7,0,2,1,1,0,0,0,1,2.088957,2.088957,4.014744,36
12,1,0,0,0,12,12,12,0,4,1,1,0,0,0,1,11.15503,10.20562,2.898692,144
11,1,0,0,0,12,12,11,1,0,0,1,0,0,0,1,11.15503,10.20562,2.143253,144
12,1,0,0,0,12,12,12,0,2,0,1,0,0,0,1,11.15503,11.15503,1.970556,144
12,1,0,0,0,13,12,12,1,4,0,1,0,0,0,1,11.15503,11.15503,2.540721,169
8,1,0,0,0,18,10,8,0,4,1,1,0,0,0,1,11.15503,11.15503,2.152433,324
12,1,0,0,0,10,10,8,0,4,1,1,0,0,0,1,10.20562,9.867887,1.957224,100
12,1,0,0,0,15,12,11,0,3,1,1,0,0,0,1,12.38751,12.38751,2.373365,225
12,1,0,0,0,11,12,10,0,2,1,1,0,0,0,1,12.36305,11.96709,2.882404,121
12,1,0,0,0,9,12,12,1,6,1,1,0,0,0,1,11.96709,12.39135,2.027712,81
12,1,0,0,0,9,12,12,1,6,1,1,0,0,0,1,12.39135,12.42031,2.193731,81
12,1,0,0,0,15,12,16,0,5,1,1,0,0,0,1,12.38751,12.38751,2.284441,225
14,1,0,0,0,9,12,16,0,5,1,1,0,0,0,1,12.38751,12.36305,2.693028,81
12,1,0,0,0,10,12,16,0,5,1,1,0,0,0,1,12.36305,11.96709,2.632827,100
17,1,0,0,0,9,15,16,0,1,1,1,0,0,0,0,12.38751,12.38751,3.476318,81
10,1,0,0,0,11,9,12,0,2,1,1,0,0,0,1,11.96709,12.39135,2.262039,121
12,1,0,0,0,15,12,8,0,4,1,1,0,0,0,1,12.38751,12.38751,2.486508,225
12,1,0,0,0,12,12,10,0,4,1,1,0,0,0,0,12.38751,12.38751,2.132659,144
12,1,0,0,0,12,12,8,1,1,1,1,0,0,0,0,12.38751,12.36305,2.024232,144
12,1,0,0,0,10,12,8,1,4,1,1,0,0,0,1,11.96709,12.39135,2.43726,100
12,1,0,0,0,12,12,20,0,2,1,1,0,0,0,1,12.38751,12.36305,3.091265,144
13,1,0,0,0,14,14,16,0,1,1,1,0,0,0,1,12.38751,12.38751,2.187378,196
15,1,0,0,0,9,12,11,0,2,1,1,0,0,0,1,11.15503,10.20562,3.292984,81
8,1,0,0,0,13,11,10,1,6,1,1,0,0,0,1,9.769236,9.343459,2.08345,169
15,1,0,0,0,9,12,14,0,2,1,1,0,0,0,1,11.15503,10.20562,2.923412,81
16,1,0,0,0,11,12,12,0,2,0,1,0,0,0,1,11.15503,11.15503,3.109523,121
17,1,0,0,0,7,12,12,0,2,1,1,0,0,0,1,11.15503,10.20562,3.179655,49
9,0,1,0,0,15,16,11,1,2,1,0,1,0,0,1,9.692757,9.417682,2.168891,225
11,0,1,0,0,13,5,8,0,6,1,0,1,0,0,1,9.692757,9.692757,2.717154,169
13,0,1,0,0,7,5,12,0,2,1,0,1,0,0,1,9.349703,10.44435,2.469265,49
10,0,0,0,1,13,12,16,0,3,0,0,1,0,0,1,9.692757,9.417682,2.499295,169
12,0,1,0,0,9,12,12,0,2,1,0,1,0,0,1,8.826549,9.349703,2.97593,81
12,0,1,0,0,12,13,14,0,3,1,0,1,0,0,1,9.692757,9.417682,2.251727,144
14,0,1,0,0,8,13,14,0,3,1,0,1,0,0,1,9.417682,8.826549,1.647948,64
18,0,1,0,0,2,12,18,1,5,1,0,1,0,0,1,10.44435,10.25602,1.587676,4
14,0,1,0,0,11,12,18,1,6,1,0,1,0,0,1,9.692757,9.692757,2.621039,121
12,0,1,0,0,10,12,11,0,5,1,0,1,0,0,1,9.417682,8.826549,2.533655,100
17,0,1,0,0,7,12,12,0,7,1,0,1,0,0,1,9.692757,9.692757,2.425431,49
14,0,1,0,0,10,12,12,0,2,1,0,1,0,0,1,9.692757,9.692757,2.46283,100
12,0,1,0,0,11,12,12,0,2,1,0,1,0,0,1,9.417682,8.826549,2.706052,121
15,0,1,0,0,7,12,12,1,1,1,0,1,0,0,1,8.826549,9.349703,3.11778,49
12,0,1,0,0,9,12,12,0,9,1,0,1,0,0,1,8.826549,9.349703,2.318846,81
12,0,1,0,0,14,12,19,0,3,1,0,1,0,0,1,9.692757,9.692757,2.664632,196
15,0,1,0,0,7,12,8,1,0,1,0,1,0,0,1,7.305873,7.356897,2.546174,49
12,0,1,0,0,10,12,11,0,4,1,0,1,0,0,1,7.305873,7.356897,2.820605,100
12,0,1,0,0,15,12,12,0,4,1,0,1,0,0,0,8.334936,8.334936,2.686314,225
12,0,1,0,0,12,12,12,0,4,1,0,1,0,0,1,8.334936,8.334936,2.727615,144
12,0,1,0,0,12,12,12,0,1,1,0,1,0,0,1,8.334936,7.823056,2.441847,144
15,0,1,0,0,7,12,12,0,3,1,0,1,0,0,1,13.38858,13.63498,3.074295,49
15,0,1,0,0,10,12,12,0,1,1,0,1,0,0,1,8.334936,8.334936,2.244316,100
16,0,0,0,1,11,16,17,0,4,0,0,1,0,0,1,8.334936,8.334936,2.999997,121
12,0,1,0,0,9,13,12,0,4,1,0,1,0,0,1,7.356897,7.748579,2.617536,81
11,0,1,0,0,12,6,6,1,4,1,0,1,0,0,1,8.334936,7.823056,2.403126,144
10,0,1,0,0,14,6,4,1,1,1,0,1,0,0,1,8.334936,8.334936,0.84591,196
12,0,1,0,0,9,12,8,1,1,1,0,1,0,0,1,7.356897,7.748579,2.724857,81
12,0,1,0,0,8,12,12,0,2,1,0,1,0,0,1,7.356897,7.748579,2.021173,64
13,0,1,0,0,9,16,13,0,5,1,0,1,0,0,1,7.823056,7.305873,2.82298,81
15,0,1,0,0,6,16,13,0,5,1,0,1,0,0,1,7.356897,7.748579,2.028972,36
15,0,1,0,0,8,12,16,0,3,1,0,1,0,0,1,7.823056,13.38858,2.802636,64
15,0,1,0,0,5,12,16,0,3,1,0,1,0,0,1,7.356897,7.748579,2.6348,25
15,0,0,1,0,11,12,12,0,2,1,0,1,0,0,1,8.334936,8.334936,2.022962,121
12,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,8.334936,8.334936,2.60189,169
12,0,1,0,0,10,12,12,0,3,1,0,1,0,0,1,7.823056,7.305873,2.918771,100
15,0,1,0,0,9,12,10,0,3,1,0,1,0,0,1,8.334936,8.334936,3.105141,81
12,0,1,0,0,10,12,10,0,3,1,0,1,0,0,1,7.823056,7.305873,3.026017,100
12,0,1,0,0,10,12,10,0,3,1,0,1,0,0,1,7.823056,7.305873,3.268832,100
12,0,1,0,0,14,12,12,0,2,1,0,1,0,0,1,8.334936,8.334936,2.668829,196
12,0,1,0,0,9,12,12,0,2,1,0,1,0,0,1,7.356897,7.748579,2.383253,81
9,0,1,0,0,11,5,12,0,3,1,0,1,0,0,1,12.36138,12.25094,2.171557,121
13,0,1,0,0,10,12,12,0,0,1,0,1,0,0,1,9.755371,10.82658,2.401025,100
12,0,0,0,1,15,10,10,0,3,1,0,1,0,0,0,10.34033,10.34033,2.76414,225
12,0,1,0,0,15,12,12,1,3,1,0,1,0,0,1,10.34033,10.34033,2.953768,225
12,0,1,0,0,16,9,10,0,3,1,0,1,0,0,1,10.34033,10.34033,2.954287,256
12,0,1,0,0,15,12,12,0,5,1,0,1,0,0,0,10.34033,10.34033,2.782158,225
12,0,1,0,0,10,14,12,0,3,1,0,1,0,0,1,9.755371,10.82658,2.793993,100
12,0,1,0,0,11,9,12,0,2,1,0,1,0,0,1,10.34033,9.755371,1.98281,121
12,0,1,0,0,9,12,12,0,3,1,0,1,0,0,1,10.82658,12.36138,2.423946,81
16,0,1,0,0,8,12,12,0,6,1,0,1,0,0,1,10.34033,9.755371,2.317795,64
13,0,1,0,0,9,12,12,0,6,1,0,1,0,0,1,10.82658,12.36138,2.501395,81
13,0,1,0,0,10,12,10,0,6,1,0,1,0,0,1,9.755371,10.82658,3.237568,100
15,0,1,0,0,8,14,16,0,2,1,0,1,0,0,1,10.34033,9.755371,2.392197,64
13,0,1,0,0,13,12,12,0,1,1,0,1,0,0,1,10.34033,10.34033,3.426515,169
12,0,1,0,0,12,9,9,0,6,1,0,1,0,0,1,14.16312,14.16312,2.394363,144
12,0,1,0,0,10,11,9,0,8,1,0,1,0,0,1,13.9952,13.12412,1.343258,100
12,0,1,0,0,12,9,13,0,4,1,0,1,0,0,1,14.16312,14.16312,2.040221,144
12,0,1,0,0,8,12,10,1,4,1,0,1,0,0,1,12.57115,13.08366,2.486508,64
12,0,1,0,0,14,10,8,0,9,1,0,1,0,0,1,14.16312,14.16312,2.084672,196
12,0,1,0,0,13,10,8,0,9,1,0,1,0,0,1,14.16312,14.16312,2.535298,169
12,0,1,0,0,12,12,12,0,4,1,0,1,0,0,0,14.16312,14.16312,2.258133,144
12,0,1,0,0,9,12,12,0,4,1,0,1,0,0,1,13.12412,12.57115,2.504738,81
9,0,1,0,0,14,9,9,1,4,1,0,1,0,0,1,14.16312,13.9952,1.752539,196
12,0,1,0,0,15,12,12,0,4,1,0,1,0,0,0,14.16312,14.16312,2.82298,225
12,0,1,0,0,16,8,8,0,2,1,0,1,0,0,0,14.16312,14.16312,1.808651,256
12,0,1,0,0,13,12,13,0,1,0,0,1,0,0,0,14.16312,14.16312,2.308758,169
15,0,1,0,0,12,12,12,0,3,1,0,1,0,0,1,14.16312,14.16312,3.237924,144
17,0,1,0,0,6,12,14,0,1,1,0,1,0,0,1,13.9952,13.12412,2.735342,36
15,0,1,0,0,9,12,12,0,2,1,0,1,0,0,1,14.16312,13.9952,3.179655,81
14,0,1,0,0,13,12,16,0,2,1,0,1,0,0,1,14.16312,14.16312,2.617536,169
18,0,0,1,0,5,12,16,1,2,1,0,1,0,0,1,13.9952,13.12412,1.875141,25
12,0,1,0,0,13,12,12,0,2,1,0,1,0,0,1,14.16312,14.16312,2.611671,169
13,0,1,0,0,12,12,11,0,3,1,0,1,0,0,1,14.16312,14.16312,1.942582,144
12,0,1,0,0,12,12,12,0,6,1,0,1,0,0,1,14.16312,14.16312,3.113746,144
11,0,1,0,0,11,12,12,0,6,1,0,1,0,0,1,13.9952,13.12412,2.565575,121
12,0,1,0,0,12,12,13,0,8,1,0,1,0,0,0,14.16312,14.16312,2.751609,144
12,0,1,0,0,8,12,12,0,8,1,0,1,0,0,1,12.57115,13.08366,2.340579,64
12,0,1,0,0,13,12,12,0,1,1,0,1,0,0,1,14.16312,14.16312,2.77419,169
12,0,1,0,0,14,12,8,0,4,1,0,1,0,0,0,14.16312,14.16312,2.748872,196
12,0,1,0,0,16,11,12,0,3,1,0,1,0,0,1,14.16312,14.16312,3.037242,256
12,0,1,0,0,10,9,9,0,3,1,0,1,0,0,1,13.9952,13.12412,2.299861,100
12,0,1,0,0,10,13,12,0,4,1,0,1,0,0,1,13.9952,13.12412,2.046451,100
10,0,1,0,0,11,12,9,0,3,1,0,1,0,0,1,13.12412,12.57115,2.002611,121
15,0,1,0,0,11,11,15,0,5,1,0,1,0,0,1,14.16312,14.16312,3.605649,121
12,0,1,0,0,11,12,10,0,2,1,0,1,0,0,1,13.9952,13.12412,1.851026,121
12,0,1,0,0,15,12,9,0,1,1,0,1,0,0,1,14.16312,14.16312,2.174533,225
12,0,1,0,0,13,12,9,0,1,1,0,1,0,0,1,14.16312,14.16312,1.965497,169
15,0,1,0,0,7,12,11,0,0,1,0,1,0,0,1,13.9952,13.12412,2.512825,49
17,0,1,0,0,10,16,18,0,1,1,0,1,0,0,0,14.16312,14.16312,4.161228,100
10,0,1,0,0,12,12,11,0,5,1,0,1,0,0,1,9.755371,10.82658,1.94591,144
9,0,1,0,0,11,12,11,0,4,1,0,1,0,0,1,12.36138,12.25094,1.194494,121
12,0,1,0,0,14,9,12,1,5,1,0,1,0,0,1,10.34033,10.34033,4.115598,196
15,0,1,0,0,7,12,7,0,2,1,0,1,0,0,1,10.82658,12.36138,1.731292,49
11,0,1,0,0,13,8,5,0,8,1,0,1,0,0,1,10.34033,10.34033,1.447919,169
18,0,1,0,0,6,14,16,0,3,1,0,1,0,0,1,10.34033,10.34033,3.040468,36
20,1,0,0,0,2,20,20,0,1,1,0,1,0,0,1,9.755371,10.82658,2.444085,4
15,0,1,0,0,13,16,16,0,2,1,0,1,0,0,1,10.34033,10.34033,3.113015,169
16,0,1,0,0,4,16,16,0,2,1,0,1,0,0,1,12.25094,12.62174,2.242902,16
15,0,1,0,0,9,12,16,0,5,1,0,1,0,0,1,10.34033,9.755371,2.733368,81
15,0,1,0,0,7,16,14,0,1,1,0,1,0,0,1,10.82658,12.36138,2.521986,49
15,0,1,0,0,11,16,18,0,8,1,0,1,0,0,1,10.34033,10.34033,3.442019,121
15,0,1,0,0,10,16,16,0,7,1,0,1,0,0,1,10.34033,10.34033,2.577388,100
17,0,0,0,1,6,20,20,0,1,1,0,1,0,0,1,10.34033,9.755371,2.835585,36
9,0,0,0,1,13,14,14,1,2,1,0,0,1,0,1,7.35546,6.922371,3.226973,169
11,0,1,0,0,15,12,10,0,4,1,0,1,0,0,1,14.16312,14.16312,2.474726,225
13,0,0,1,0,14,12,12,0,4,1,0,1,0,0,1,14.16312,14.16312,2.563469,196
15,0,1,0,0,11,12,12,0,7,1,0,1,0,0,1,14.16312,14.16312,3.78539,121
12,0,1,0,0,12,12,12,0,7,1,0,1,0,0,1,14.16312,14.16312,2.854556,144
15,0,1,0,0,8,16,18,0,4,1,0,1,0,0,1,13.9952,13.12412,2.664107,64
12,0,1,0,0,16,5,5,0,2,0,0,1,0,0,1,14.16312,14.16312,2.376351,256
12,0,1,0,0,14,11,9,0,4,1,0,1,0,0,0,14.16312,14.16312,2.668829,196
10,0,1,0,0,14,11,14,0,2,1,0,1,0,0,1,14.16312,13.9952,1.279698,196
12,0,1,0,0,9,11,12,0,2,1,0,1,0,0,1,13.12412,12.57115,1.570217,81
12,0,1,0,0,9,12,19,0,2,1,0,1,0,0,1,12.57115,13.08366,1.994142,81
8,0,1,0,0,12,12,10,0,1,1,0,1,0,0,1,12.57115,13.08366,1.59496,144
15,0,1,0,0,8,12,11,0,1,1,0,1,0,0,1,13.9952,13.12412,2.995732,64
15,0,1,0,0,9,12,12,0,2,1,0,1,0,0,1,14.16312,14.16312,2.019459,81
12,0,1,0,0,14,12,12,1,3,1,0,1,0,0,1,14.16312,14.16312,1.811304,196
12,0,1,0,0,10,12,12,1,3,1,0,1,0,0,1,13.12412,12.57115,1.985733,100
9,0,1,0,0,12,12,12,1,3,1,0,1,0,0,1,12.57115,13.08366,2.098142,144
17,0,1,0,0,5,12,18,0,1,1,0,1,0,0,1,13.9952,13.12412,2.682075,25
12,0,1,0,0,9,12,10,0,3,1,0,1,0,0,1,13.12412,12.57115,2.688247,81
11,0,1,0,0,10,12,8,0,2,1,0,1,0,0,1,5.708711,5.956101,2.014903,100
12,0,1,0,0,13,11,12,0,3,1,0,1,0,0,0,8.334936,8.334936,2.573837,169
11,0,1,0,0,9,12,10,1,1,1,0,1,0,0,1,7.356897,7.748579,3.186086,81
12,0,1,0,0,15,12,10,0,0,1,0,1,0,0,1,6.705548,6.705548,2.413517,225
16,0,1,0,0,10,15,14,0,3,1,0,1,0,0,1,8.334936,8.334936,2.701619,100
12,0,1,0,0,8,15,17,0,1,1,0,1,0,0,1,7.356897,7.748579,2.607362,64
12,0,1,0,0,14,12,12,1,2,1,0,1,0,0,0,6.705548,6.705548,3.291783,196
17,0,1,0,0,7,18,18,0,1,1,0,1,0,0,1,6.705548,6.705548,2.474041,49
15,0,1,0,0,7,16,18,0,2,1,0,1,0,0,1,5.504197,5.708711,1.849335,49
20,0,1,0,0,5,16,18,0,1,1,0,1,0,0,1,2.088957,2.088957,4.048088,25
15,0,1,0,0,8,12,12,0,2,1,0,1,0,0,1,6.022065,5.504197,2.168054,64
15,1,0,0,0,5,12,18,0,3,1,0,1,0,0,1,5.708711,5.956101,2.651961,25
15,0,0,1,0,5,16,19,0,1,1,0,1,0,0,1,5.708711,5.956101,1.216876,25
12,0,1,0,0,13,9,10,0,0,1,0,1,0,0,1,9.838986,9.838986,2.01062,169
11,0,1,0,0,10,11,12,1,3,1,0,1,0,0,1,8.870226,9.018834,2.158004,100
12,0,1,0,0,13,12,12,0,3,1,0,1,0,0,1,9.838986,9.838986,2.058797,169
12,0,1,0,0,8,12,12,0,2,1,0,1,0,0,1,8.870226,9.018834,2.230264,64
9,0,1,0,0,11,12,12,1,3,1,0,1,0,0,1,9.018834,9.558614,1.843053,121
13,0,0,1,0,11,15,13,0,2,1,0,0,0,1,1,9.838986,8.836112,1.93486,121
12,0,1,0,0,14,12,10,0,3,1,0,1,0,0,1,9.838986,9.838986,2.962742,196
12,0,1,0,0,8,12,12,0,2,1,0,1,0,0,1,8.870226,9.018834,2.59716,64
18,0,0,1,0,5,14,19,1,1,1,0,1,0,0,1,8.836112,8.413321,3.11778,25
12,0,1,0,0,11,12,12,0,6,1,0,1,0,0,1,9.838986,8.836112,2.273468,121
15,0,1,0,0,6,12,12,0,6,1,0,1,0,0,1,8.413321,8.870226,2.795638,36
17,0,1,0,0,7,12,13,0,2,1,0,1,0,0,1,9.838986,8.836112,2.544777,49
15,0,1,0,0,6,12,13,0,2,1,0,1,0,0,1,8.413321,8.870226,2.486508,36
18,0,0,1,0,3,14,18,0,4,1,0,1,0,0,1,8.870226,9.018834,3.253208,9
19,0,0,0,1,2,12,14,1,2,1,0,1,0,0,1,8.413321,8.870226,1.611039,4
17,0,0,0,1,8,12,12,0,1,1,0,1,0,0,1,5.556623,5.556623,2.493342,64
17,0,1,0,0,5,12,16,0,2,1,0,1,0,0,1,8.836112,8.413321,2.253795,25
14,0,1,0,0,12,10,12,1,3,0,0,0,1,0,1,9.838986,9.838986,1.99021,144
19,1,0,0,0,3,18,18,0,2,1,0,1,0,0,1,8.836112,8.413321,1.863927,9
15,0,1,0,0,8,18,15,0,2,1,0,1,0,0,1,9.838986,8.836112,2.913339,64
16,0,1,0,0,5,16,15,0,2,1,0,1,0,0,1,7.438104,6.742574,2.284236,25
14,0,0,1,0,11,14,20,0,3,0,0,1,0,0,1,9.838986,9.838986,1.628184,121
15,0,0,1,0,12,13,18,0,2,1,0,1,0,0,1,9.838986,9.838986,2.82298,144
14,0,0,0,1,11,13,18,0,2,1,0,1,0,0,1,9.838986,9.838986,3.156355,121
13,0,0,0,1,8,13,12,0,2,1,0,1,0,0,1,8.413321,8.870226,1.99702,64
15,0,1,0,0,7,12,17,0,4,1,0,1,0,0,1,8.836112,8.413321,3.292984,49
15,0,1,0,0,5,12,17,0,4,0,0,1,0,0,1,8.870226,9.018834,2.417515,25
11,0,1,0,0,10,14,16,0,1,1,0,1,0,0,1,8.413321,8.870226,2.358675,100
16,0,1,0,0,5,17,14,0,1,1,0,1,0,0,1,8.413321,8.870226,2.926052,25
15,0,1,0,0,7,12,16,0,4,1,0,1,0,0,1,8.836112,8.413321,2.410058,49
15,0,1,0,0,8,12,12,0,0,1,0,1,0,0,1,8.836112,8.413321,2.017847,64
19,0,1,0,0,8,14,16,0,3,1,0,1,0,0,1,11.28037,11.28037,3.452701,64
16,0,0,1,0,5,15,16,0,3,1,0,1,0,0,1,8.413321,8.870226,2.891973,25
15,0,1,0,0,11,12,12,1,1,1,0,1,0,0,1,9.838986,9.838986,1.918684,121
15,0,1,0,0,6,12,12,1,1,1,0,1,0,0,1,8.870226,9.018834,2.585865,36
17,0,1,0,0,6,16,16,0,1,1,0,1,0,0,1,8.836112,8.413321,2.900422,36
11,0,1,0,0,13,12,16,0,1,1,0,1,0,0,1,9.838986,8.836112,1.539705,169
12,0,1,0,0,12,13,20,0,4,1,0,1,0,0,1,9.838986,9.838986,2.247364,144
15,0,0,1,0,6,16,16,0,1,1,0,0,1,0,1,5.753662,7.875604,1.843053,36
12,0,0,0,1,10,12,16,0,6,0,0,0,1,0,1,7.879335,7.933977,1.867421,100
16,0,0,0,1,4,16,18,0,2,1,0,0,1,0,1,8.091086,9.07529,2.599837,16
12,0,0,0,1,12,12,11,0,4,1,0,0,1,0,1,8.355827,7.879335,2.047943,144
14,0,0,0,1,8,12,10,0,2,1,0,0,1,0,1,7.260242,7.140578,2.841753,64
17,0,0,0,1,5,14,11,0,2,1,0,0,1,0,1,7.140578,7.281978,3.074295,25
15,0,0,0,1,9,16,17,0,2,1,0,0,1,0,1,7.582914,7.582914,3.18559,81
12,0,0,0,1,9,12,8,0,0,1,0,0,1,0,1,5.753662,7.875604,2.021805,81
12,0,0,0,1,14,12,10,0,4,0,0,0,1,0,1,6.26687,6.26687,1.674866,196
10,0,1,0,0,11,10,12,0,4,1,0,0,1,0,1,5.753662,7.875604,2.238047,121
12,0,0,0,1,14,12,12,0,2,1,0,0,1,0,1,6.26687,6.26687,2.668829,196
15,0,0,0,1,5,16,12,0,3,1,0,0,1,0,1,5.753662,7.875604,2.525729,25
12,0,0,0,1,9,16,16,0,1,1,0,0,1,0,1,6.922371,7.141676,2.425237,81
9,0,0,0,1,13,11,4,1,4,1,0,0,1,0,1,7.597932,7.35546,1.9951,169
12,0,0,0,1,8,9,12,0,2,1,0,0,1,0,1,7.141676,7.384336,2.351775,64
12,0,0,0,1,11,12,12,1,2,1,0,0,1,0,1,7.833584,7.597932,2.291286,121
12,0,0,0,1,8,12,12,0,5,1,0,0,1,0,1,6.922371,7.141676,2.64242,64
12,0,0,0,1,12,14,14,0,3,1,0,0,1,0,1,7.833584,7.597932,2.752125,144
12,0,0,0,1,8,12,14,0,3,1,0,0,1,0,1,6.922371,7.141676,2.851151,64
9,0,0,0,1,16,9,10,0,7,1,0,0,1,0,1,7.833584,7.833584,2.275504,256
8,0,0,0,1,14,10,12,0,7,1,0,0,1,0,1,7.597932,7.35546,1.570217,196
11,0,0,0,1,14,7,7,0,5,1,1,0,0,0,1,7.833584,7.833584,2.519498,196
13,0,0,0,1,8,14,13,0,2,1,0,0,1,0,1,6.922371,7.141676,2.73741,64
17,0,0,0,1,3,13,17,0,2,1,0,0,1,0,1,6.922371,7.141676,2.942192,9
15,0,0,0,1,9,12,14,0,1,1,0,0,1,0,1,7.833584,7.597932,2.486508,81
16,0,0,0,1,5,14,16,1,2,0,0,0,1,0,1,7.35546,6.922371,2.779835,25
17,0,0,0,1,5,12,9,0,3,1,0,0,1,0,1,7.35546,6.922371,2.56395,25
9,0,0,0,1,14,12,12,0,2,1,0,0,1,0,1,7.833584,7.597932,2.501036,196
12,0,0,0,1,9,12,12,0,2,1,0,0,1,0,1,7.35546,6.922371,3.20066,81
12,0,0,0,1,8,12,12,0,1,1,0,0,1,0,1,6.922371,7.141676,2.158004,64
12,1,0,0,0,11,10,12,0,7,0,0,0,1,0,1,7.597932,7.35546,2.191491,121
