"Survived","Pclass","Age","SibSp","Parch","Embarked","Female","title","Child","Family","Mother","Cherbourg","Queenstown","Southampton"
0,3,9,1,1,"C",1,"Miss",1,3,0,1,0,0
1,1,16,0,1,"S",1,"Miss",0,2,0,0,0,1
0,2,44,1,0,"S",1,"Mrs",0,2,0,0,0,1
1,3,18,0,1,"S",1,"Mrs",0,2,1,0,0,1
1,1,45,1,1,"S",1,"Mrs",0,3,1,0,0,1
1,1,51,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,24,0,3,"C",1,"Mrs",0,4,1,1,0,0
0,3,32.37,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,41,2,0,"S",0,"Mr",0,3,0,0,0,1
0,2,21,1,0,"S",0,"Mr",0,2,0,0,0,1
1,1,48,0,0,"S",1,"Mrs",0,1,0,0,0,1
0,3,21.82,8,2,"S",1,"Miss",0,11,0,0,0,1
0,2,24,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,42,0,0,"S",1,"Mrs",0,1,0,0,0,1
1,2,27,1,0,"C",1,"Miss",0,2,0,1,0,0
0,1,31,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,3,4,1,1,"S",0,"Master",1,3,0,0,0,1
0,3,26,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,47,1,1,"S",1,"Mrs",0,3,1,0,0,1
0,1,33,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,47,0,0,"S",0,"Mr",0,1,0,0,0,1
1,2,28,1,0,"C",1,"Mrs",0,2,0,1,0,0
1,3,15,0,0,"C",1,"Miss",0,1,0,1,0,0
0,3,20,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,19,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,32.37,0,0,"S",0,"Mr",0,1,0,0,0,1
1,1,56,0,1,"C",1,"Mrs",0,2,1,1,0,0
1,2,25,0,1,"S",1,"Mrs",0,2,1,0,0,1
0,3,33,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,22,0,0,"S",1,"Miss",0,1,0,0,0,1
0,2,28,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,25,0,0,"S",0,"Mr",0,1,0,0,0,1
0,3,39,0,5,"Q",1,"Mrs",0,6,1,0,1,0
0,2,27,0,0,"S",0,"Dr",0,1,0,0,0,1
1,1,19,0,0,"S",1,"Miss",0,1,0,0,0,1
0,3,21.82,1,2,"S",1,"Miss",0,4,0,0,0,1
1,1,26,0,0,"C",0,"Mr",0,1,0,1,0,0
0,3,32,0,0,"Q",0,"Mr",0,1,0,0,1,0
