"row","id","region","corp","school","class","gender","age","race","geread","gevocab","gereadcm","gelang","gelangmc","gelangcm","gemath","gemathcp","gemathcm","getotal","npanverb","npamem","npaverb","npatotal","csi","multi","clenroll","classize","ptratio","ptia","locale","chapter1","ses","context","calender","senroll","sattend","white1","black1","hispanc1","asian1","aindian1","multi1","total1","noteach","avgage1","avgexp1","avgsal1","spert","thrdclss","thrdstud","passla1","passmth1","passbth1","tmnnce1","rmdnce1","lamdnce1","mmdnce1","tmdnce1","avgcsi1","geog","totepp","cenroll","cattend","freelnch","lep","speced","minority","white2","black2","hispanc2","asian2","aindian2","multi2","total2","thrdadm","thrdtech","avgage2","avgexp2","avgsal2","thrdaide","passla2","passmth2","passbth2","tmnnce2","rmdnce2","lamdnce2","mmdnce2","tmdnce2","rmediate"
"5964",8895,9,5330,5298,3,2,106,5,6.4,4.9,5.5,12,6.2,9.4,6.2,2.9,4,5.6,65,15,66,56,102,2,21,2,15.79,1,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5965",8896,9,5330,5298,4,1,103,3,12,7.2,10.3,12,5.1,8.7,11,5.5,7.8,8.1,99,91,98,99,141,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5966",8897,9,5330,5298,4,2,103,5,12,4.7,8.8,5.4,3.6,4.4,11,4.4,7,6.6,97,77,98,99,136,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5967",8898,9,5330,5298,4,1,102,6,7.8,6.6,7,4.1,5.7,4.8,4,3.8,3.9,4.8,81,22,87,78,113,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5968",8899,9,5330,5298,4,2,110,5,10.6,5,7.6,3.2,4.2,3.7,4.6,5.5,5.2,5.4,61,89,65,72,110,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5969",8900,9,5330,5298,4,2,100,5,12,6.4,10,12,6.2,9.4,11,4.8,7.3,8.1,99,94,99,99,141,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5970",8901,9,5330,5298,4,2,104,5,12,11,12.5,12,7.9,10.3,11,4,6.6,8.9,79,84,78,87,118,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5971",8902,9,5330,5298,4,1,112,5,12,11.2,12,12,4.5,8,11,4.6,7.2,8.3,94,87,89,96,128,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5972",8903,9,5330,5298,4,1,105,5,12,11.2,12,12,7.9,10.3,11,5.5,7.8,8.9,90,31,86,86,118,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5974",8905,9,5330,5298,4,1,101,5,5,4.9,5,6.5,7.9,7.3,4.7,5.5,5.2,6.3,87,93,76,91,121,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5975",8906,9,5330,5298,4,1,105,5,12,11.2,12,12,11.4,12.5,11,5.5,7.8,8.9,75,66,93,86,118,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5976",8907,9,5330,5298,4,2,109,5,8.3,8.4,8.3,7.2,6.9,6.8,11,3.8,6.5,7.2,97,89,96,99,136,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5977",8908,9,5330,5298,4,1,108,5,7.6,7.3,7.5,6.5,8.7,7.5,11,5.5,7.8,7.2,92,89,87,95,127,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5978",8909,9,5330,5298,4,1,118,5,12,6.7,10,12,7.9,10.3,5,3.8,4.2,7.5,96,90,93,98,134,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5979",8910,9,5330,5298,4,1,108,5,12,6.7,10,4.4,7.9,6.3,11,5.5,7.8,7.5,87,89,79,91,121,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5980",8911,9,5330,5298,4,2,111,5,3.4,11.2,7.1,12,11.4,12.5,5.5,4.5,4.9,7.3,95,88,96,98,133,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5981",8912,9,5330,5298,4,1,112,6,10.6,11.2,10.8,12,4.8,8.3,4.3,5.5,5,7.9,70,87,66,77,112,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5982",8913,9,5330,5298,4,2,112,5,4.7,7.2,6.2,3.1,5.9,4.3,5.9,5.5,5.7,5.7,31,84,57,49,100,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5983",8914,9,5330,5298,4,2,110,2,4.6,9.3,6.9,12,7.9,10.3,5.9,5.5,5.7,7.7,86,89,82,90,121,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5984",8915,9,5330,5298,4,2,104,5,6.2,4.3,4.9,3,11.4,6.4,4,5.5,4.8,5.6,93,91,94,97,130,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5985",8916,9,5330,5298,4,2,107,5,12,11.2,12,4.3,8.7,6.6,11,4,6.7,7.9,95,90,97,98,134,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5986",8917,9,5330,5298,4,2,100,3,6.4,11.2,9.2,7.2,7.9,7.4,11,4,6.8,7.6,99,94,99,99,141,2,23,3,23,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5987",8918,9,5330,5298,5,2,109,5,5.1,3.1,4,6.5,6.7,6.6,5.9,5.5,5.7,5.7,86,39,56,74,110,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5988",8919,9,5330,5298,5,1,98,5,4.1,2.8,3.1,6.5,2.8,4.6,4.1,3.1,3.6,3.8,70,45,67,68,107,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5989",8920,9,5330,5298,5,1,119,5,2.2,2.9,2.6,2.4,4.7,3.2,3.4,3.2,3.3,3,33,77,18,35,94,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5990",8921,9,5330,5298,5,1,103,2,2.3,3.4,2.8,2.1,2.4,2.1,2.8,2.9,2.9,2.7,29,91,34,42,97,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5991",8922,9,5330,5298,5,2,107,2,4.3,3.8,4,3.6,7.9,5.4,6.2,2.9,4,4.5,84,90,38,79,113,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5992",8923,9,5330,5298,5,2,101,2,1.6,1.4,1.7,1,2.6,1.3,2.6,3,2.9,2,57,8,16,31,92,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5993",8924,9,5330,5298,5,2,101,2,2,1.9,2,2.1,2.8,2.3,3.1,3.3,3.3,2.6,50,62,42,50,100,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5994",8925,9,5330,5298,5,1,110,2,3,3.5,3.2,3.6,3.7,3.7,3,3.2,3.1,3.3,53,43,15,35,94,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5995",8926,9,5330,5298,5,2,112,5,10.6,6.7,8.4,3.3,3,3.2,3.4,2.5,2.9,3.8,61,47,63,60,104,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5996",8927,9,5330,5298,5,2,113,5,3.2,3,3,2.4,3.2,2.7,3.3,2.9,3.1,2.9,36,62,35,39,95,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5997",8928,9,5330,5298,5,2,103,5,2.3,3.4,2.8,4.1,2.6,3.3,4.1,3.1,3.5,3.3,34,69,18,32,93,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5998",8929,9,5330,5298,5,1,99,2,4.9,4.4,4.7,7.2,3.1,4.3,11,3.5,6.2,5.4,75,96,63,82,114,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"5999",8930,9,5330,5298,5,2,108,5,4.7,3.9,4.3,7.4,6,6.4,6.2,3.8,4.8,5.1,96,89,86,97,129,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6000",8931,9,5330,5298,5,1,111,2,3.5,3.5,3.5,2.3,2.6,2.4,2.4,2.6,2.5,2.7,34,36,26,60,91,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6001",8932,9,5330,5298,5,1,110,5,5.8,3.1,4.2,3.7,4.5,4.1,4.9,3.1,3.8,4,55,81,85,76,111,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6002",8933,9,5330,5298,5,2,106,2,4.5,4.1,4.3,7.5,6.2,6.7,6.2,3,4.1,4.8,38,57,77,53,101,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6003",8934,9,5330,5298,5,1,102,5,8.3,4.6,6.2,4.8,7.9,6.7,5.8,4.6,5.1,6.3,98,87,83,98,131,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6004",8935,9,5330,5298,5,1,107,2,2,2.8,2.4,2.3,1.4,1.9,3.1,3,3.1,2.5,88,33,14,56,103,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6005",8936,9,5330,5298,5,2,111,6,4.9,5.2,5.1,4.5,5.4,5,2.8,2.5,2.6,3.7,47,17,29,33,93,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6006",8937,9,5330,5298,5,1,104,5,2.2,2.8,2.5,2.2,5.2,3.3,2.7,3,2.9,2.8,96,58,26,79,113,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6007",8938,9,5330,5298,5,2,102,5,2.5,2.7,2.6,2.9,0.9,2,5,2.8,3.6,2.9,62,15,42,46,98,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6008",8939,9,5330,5298,5,2,100,2,2.7,2.5,2.6,2.2,4.8,3.1,3.1,2.9,3,2.9,35,64,27,36,94,2,22,3,22,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6009",8940,9,5330,5298,6,2,103,5,4.5,4.5,4.5,6.5,11.4,8.8,6.2,4.1,5,6.3,91,63,92,93,123,2,21,2,21,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6010",8941,9,5330,5298,6,1,101,5,3.1,3.2,3.1,2.9,4.2,3.4,3.4,3.1,3.2,3.3,17,16,54,22,88,2,21,2,21,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6011",8942,9,5330,5298,6,1,123,2,1,2.2,1.8,1.9,3.1,2.3,2.8,2.9,2.9,2.3,23,55,8,18,85,2,21,2,21,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6012",8943,9,5330,5298,6,2,107,2,2.7,4.4,3.5,4.1,6,4.9,3.4,4.1,3.8,4.1,36,90,48,52,101,2,21,2,21,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6014",8945,9,5330,5298,6,1,105,5,2.7,5.1,1,12,2.4,6,5.8,3,4,4.6,47,44,98,72,110,2,21,2,21,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6015",8946,9,5330,5298,6,2,107,5,7.6,5.5,6.5,3,5.4,4.1,4.9,2.8,3.5,4.1,41,90,82,68,107,2,21,2,21,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
"6016",8947,9,5330,5298,6,2,101,2,2.1,1.4,1.8,2.4,1.2,1.9,3.1,2.4,2.7,2.1,66,60,27,53,101,2,21,2,21,2,3,1,84.3,92,1,669,98.5,54.1,38.6,0.7,2.5,0.3,3.7,45.8,36.3,45.4,15,48340,18.4,7,144,75,74,67,66.1,61,68.8,70,68.2,111,2,8311,15214,96.8,14,0.9,14.5,33.9,10055,3942,407,368,24,418,5159,1328,61,41.2,13.7,45990,14.99,74,78,67,64.7,60.9,65.4,68.8,66.5,16
