annearn,hrearn,exper,age,depends,married,tenure,educ,nrtheast,nrthcen,south,male,white,union,office,annhrs,ind1,ind2,ind3,ind4,ind5,ind6,ind7,ind8,ind9,vacdays,sicklve,insur,pension,annbens,hrbens,annhrssq,beratio,lannhrs,tenuresq,expersq,lannearn,peratio,vserat
19428.5,9.91,16,32,0,1,8,13,0,1,0,1,1,0,1,1960,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.23,3841600,0.123803,7.5807,64,256,9.874496,0.041894,0.049757
16500,7.81,16,34,3,1,15,12,1,0,0,1,1,0,1,2112,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.14,4460544,0.145776,7.655391,225,256,9.711116,0.04933,0.058588
19600,7.27,14,34,4,1,15,13,0,1,0,1,1,0,1,2695,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,0.89,7263025,0.12272,7.899154,225,196,9.883285,0.041528,0.049321
16800,7.14,28,44,3,1,15,13,0,1,0,1,1,0,1,2352,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.02,5531904,0.143173,7.763021,225,784,9.729135,0.048449,0.057542
20000,6.94,9,24,0,0,4,13,1,0,0,0,1,0,1,2880,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,0.84,8294400,0.120265,7.965546,16,81,9.903487,0.040697,0.048335
27500,14.63,42,63,0,1,25,16,1,0,0,1,1,0,1,1880,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.28,3534400,0.087466,7.539027,625,1764,10.22194,0.029598,0.035153
20000,9.67,14,30,0,0,8,13,0,0,0,1,1,0,1,2068,0,0,0,0,0,1,0,0,0,737.12,229.58,624.67,813.94,2405.31,1.16,4276624,0.120265,7.634337,64,196,9.903487,0.040697,0.048335
16000,8.71,49,65,0,1,25,10,0,1,0,1,1,0,1,1837.5,0,0,0,0,0,1,0,0,0,936,292.96,523.99,2090.24,3843.19,2.09,3376406,0.240199,7.516161,625,2401,9.680344,0.13064,0.07681
12692.3,4.62,11,32,2,1,2,16,0,0,1,1,1,0,1,2750,0,0,0,0,0,1,0,0,0,617.63,217.49,646.9,96.87,1578.89,0.57,7562500,0.124397,7.919356,4,121,9.44875,0.007632,0.065797
13569.2,5.03,5,23,0,0,2,13,0,1,0,1,1,1,1,2695,0,0,0,0,0,1,0,0,0,715.17,0,193.64,764.53,1673.34,0.62,7263025,0.123319,7.899154,4,25,9.515558,0.056343,0.052705
20000,10.2,11,27,1,0,2,16,0,0,0,1,1,0,1,1960,0,0,0,0,0,1,0,0,0,715.17,0,193.64,764.53,1673.34,0.85,3841600,0.083667,7.5807,4,121,9.903487,0.038226,0.035758
15416,8.2,23,39,1,1,15,6,0,0,1,1,1,1,1,1880,0,0,0,0,0,1,0,0,0,780,0,1564.5,1948.5,4293,2.28,3534400,0.278477,7.539027,225,529,9.643161,0.126395,0.050597
6300,3.75,4,20,0,0,2,10,1,0,0,1,1,0,1,1680,0,0,0,0,0,1,0,0,0,381.73,111.85,181.71,339.91,1015.2,0.6,2822400,0.161143,7.426549,4,16,8.748305,0.053954,0.078346
11307.7,5.77,11,46,0,1,8,12,0,0,1,0,1,0,1,1960,0,0,0,0,0,1,0,0,0,391.18,106.7,314.85,421.13,1233.86,0.63,3841600,0.109117,7.5807,64,121,9.33324,0.037243,0.04403
10896,4.54,33,53,2,1,2,12,1,0,0,1,1,0,1,2400,0,0,0,0,0,1,0,0,0,391.18,106.7,314.85,421.13,1233.86,0.51,5760000,0.11324,7.783224,4,1089,9.296151,0.03865,0.045694
8009.05,4.67,3,36,1,0,2,13,0,1,0,0,1,0,1,1715,0,0,0,0,0,1,0,0,0,418.03,0,162.4,208.38,788.81,0.46,2941225,0.09849,7.447168,4,9,8.988327,0.026018,0.052195
14000,6.35,15,51,0,1,8,10,0,0,1,0,1,0,1,2205,0,0,0,0,0,1,0,0,0,790.63,176.68,840.32,995.4,2803.03,1.27,4862025,0.200216,7.698483,64,225,9.546813,0.0711,0.069094
24000,10.91,23,42,0,0,8,14,0,0,0,1,1,0,1,2200,0,0,0,0,0,1,0,0,0,790.63,176.68,840.32,995.4,2803.03,1.27,4840000,0.116793,7.696213,64,529,10.08581,0.041475,0.040305
19100,10.91,10,28,0,0,4,18,0,1,0,0,1,0,1,1750,0,0,0,0,0,1,0,0,0,790.63,176.68,840.32,995.4,2803.03,1.6,3062500,0.146756,7.467371,16,100,9.857444,0.052115,0.050645
25000,11.76,4,28,0,1,2,18,0,1,0,1,1,0,1,2125,0,0,0,0,0,1,0,0,0,790.63,176.68,840.32,995.4,2803.03,1.32,4515625,0.112121,7.661527,4,16,10.12663,0.039816,0.038692
3000,2.5,2,18,0,0,0.5,14,0,0,1,0,1,0,1,1200,0,0,0,0,0,0,1,0,0,36,0,48,94,178,0.15,1440000,0.059333,7.090077,0.25,4,8.006368,0.031333,0.012
6800.62,4.65,15,31,3,1,4,12,0,1,0,0,1,0,1,1462.5,0,0,0,0,0,0,1,0,0,230,0,0,0,230,0.16,2138906,0.03382,7.287902,16,225,8.824769,0,0.03382
9000,5.29,20,38,0,1,15,12,1,0,0,1,1,0,1,1700,0,0,0,0,0,0,1,0,0,405.72,195.33,603.44,944.65,2149.14,1.26,2890000,0.238793,7.438384,225,400,9.10498,0.104961,0.066783
13292.3,8.27,12,30,1,1,15,12,0,0,0,0,1,0,1,1608,0,0,0,0,0,0,1,0,0,827.76,372.38,728.29,1487.5,3415.93,2.12,2585664,0.256986,7.382746,225,144,9.49494,0.111907,0.090288
5520,3,49,65,0,1,25,6,0,0,1,1,0,0,0,1840,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3385600,0,7.517521,625,2401,8.616133,0,0
5769.23,3.08,5,25,0,0,2,13,0,0,1,0,0,0,1,1875,0,0,0,0,0,0,1,0,0,358.75,134.87,304.36,503.2,1301.18,0.69,3515625,0.225538,7.536364,4,25,8.660294,0.087221,0.085561
4691.99,2.3,5,24,0,1,0.5,13,0,1,0,0,1,0,1,2040,0,0,0,0,0,0,1,0,0,513.42,0,318.08,254.15,1085.65,0.53,4161600,0.231384,7.620705,0.25,25,8.453612,0.054167,0.109425
8880,5.14,15,31,0,0,0.5,16,1,0,0,0,1,0,1,1728,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,1.06,2985984,0.206207,7.45472,0.25,225,9.091557,0.083287,0.071895
10400,5.2,5,23,0,0,2,16,0,0,1,0,1,0,1,2000,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.92,4000000,0.176069,7.600903,4,25,9.249561,0.071114,0.061387
9300,4.96,9,25,2,1,4,16,1,0,0,1,1,0,1,1875,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.98,3515625,0.196895,7.536364,16,81,9.13777,0.079526,0.068648
10500,5.57,4,25,0,0,2,16,0,0,1,1,1,0,1,1886.5,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.97,3558882,0.174392,7.542479,4,16,9.25913,0.070437,0.060803
8423.07,4.21,4,22,0,0,4,13,0,0,0,0,0,0,1,2000,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.92,4000000,0.217393,7.600903,16,16,9.03873,0.087805,0.075795
11508,5.48,5,27,2,1,2,12,1,0,0,0,0,0,1,2100,0,0,0,0,0,0,1,0,0,454.04,184.39,453.1,739.59,1831.12,0.87,4410000,0.159117,7.649693,4,25,9.350798,0.064268,0.055477
9230.77,4.1,14,48,0,1,8,12,0,0,1,0,1,0,1,2250,0,0,0,0,0,0,1,0,0,382.92,142.67,355.92,72.59,954.1,0.42,5062500,0.103361,7.718686,64,196,9.130298,0.007864,0.056939
8653.84,4.62,20,36,1,0,0.5,13,0,0,1,0,1,0,1,1875,0,0,0,0,0,0,1,0,0,382.92,142.67,355.92,72.59,954.1,0.51,3515625,0.110252,7.536364,0.25,400,9.065759,0.008388,0.060735
15720,7.28,37,53,0,0,15,12,0,0,0,0,1,0,1,2160,0,0,0,0,0,0,1,0,0,718.24,295.92,657.33,1063.31,2734.8,1.27,4665600,0.173969,7.677864,225,1369,9.662689,0.067641,0.064514
14560,5.6,25,44,2,1,2,12,0,0,1,1,1,0,1,2600,0,0,0,0,0,0,1,0,0,718.24,295.92,657.33,1063.31,2734.8,1.05,6760000,0.18783,7.863267,4,625,9.586033,0.073029,0.069654
19000,11.01,17,34,0,0,8,13,0,0,0,1,1,0,1,1725,0,0,0,0,0,0,1,0,0,718.24,295.92,657.33,1063.31,2734.8,1.59,2975625,0.143937,7.452982,64,289,9.852194,0.055964,0.053377
14800,7.55,15,36,2,1,15,16,0,0,1,1,1,0,1,1960,0,0,0,0,0,0,1,0,0,718.24,295.92,657.33,1063.31,2734.8,1.4,3841600,0.184784,7.5807,225,225,9.602383,0.071845,0.068524
22000,11,21,43,3,1,2,13,0,1,0,1,1,0,1,2000,0,0,0,0,0,0,1,0,0,718.24,295.92,657.33,1063.31,2734.8,1.37,4000000,0.124309,7.600903,4,441,9.998797,0.048332,0.046098
19200,8.71,23,44,2,1,2,14,0,1,0,1,1,0,1,2205,0,0,0,0,0,0,1,0,0,935.41,350.68,579.98,0,1866.07,0.85,4862025,0.097191,7.698483,4,529,9.862665,0,0.066984
6468,3.52,34,62,0,1,15,8,0,0,1,0,1,0,1,1837.5,0,0,0,0,0,0,1,0,0,382.53,169.43,309.62,565.6,1427.18,0.78,3376406,0.220652,7.516161,225,1156,8.774622,0.087446,0.085337
7150,4.09,6,30,0,1,4,16,1,0,0,1,1,0,1,1750,0,0,0,0,0,0,1,0,0,382.53,169.43,309.62,565.6,1427.18,0.82,3062500,0.199606,7.467371,16,36,8.874867,0.079105,0.077197
9000,5.06,18,59,0,1,8,13,0,1,0,0,1,0,1,1777.5,0,0,0,0,0,0,1,0,0,533.69,211.19,493.77,853.33,2091.98,1.18,3159506,0.232442,7.482963,64,324,9.10498,0.094814,0.082764
31000,18.08,32,51,2,1,2,13,0,1,0,1,1,0,1,1715,0,0,0,0,0,0,1,0,0,868.77,404.34,673.74,1297.44,3244.29,1.89,2941225,0.104654,7.447168,4,1024,10.34174,0.041853,0.041068
40000,22.73,35,51,4,1,2,18,1,0,0,1,1,0,1,1760,0,0,0,0,0,0,1,0,0,868.77,404.34,673.74,1297.44,3244.29,1.84,3097600,0.081107,7.473069,4,1225,10.59663,0.032436,0.031828
2884.61,1.92,24,64,0,0,0.5,16,0,0,0,0,1,0,0,1500,0,0,0,0,0,0,0,1,0,42.99,22.95,0,0,65.94,0.04,2250000,0.022859,7.313221,0.25,576,7.967145,0,0.022859
6500,3.25,15,31,2,1,15,12,1,0,0,1,1,0,0,2000,0,0,0,0,0,0,0,1,0,121.68,34.47,142.19,0,298.34,0.15,4000000,0.045899,7.600903,225,225,8.779557,0,0.024023
5653.84,2.56,44,63,0,1,25,12,0,0,0,1,1,0,0,2205,0,0,0,0,0,0,0,1,0,112.9,18.58,250,0,381.48,0.17,4862025,0.067473,7.698483,625,1936,8.64009,0,0.023255
4425.2,2.3,1,20,0,0,0.5,12,0,0,1,0,1,0,0,1924,0,0,0,0,0,0,0,1,0,140,0,5.99,0,145.99,0.08,3701776,0.032991,7.562161,0.25,1,8.395071,0,0.031637
8343.74,4.45,23,39,3,1,2,12,0,0,1,1,1,1,0,1875,0,0,0,0,0,0,0,1,0,274,57.5,225,163.5,720,0.38,3515625,0.086292,7.536364,4,529,9.029267,0.019595,0.03973
27720,10.5,19,35,2,1,15,12,1,0,0,1,1,0,0,2640,0,0,0,0,0,0,0,1,0,785.05,297.52,506.63,979.09,2568.29,0.97,6969600,0.092651,7.878534,225,361,10.22991,0.035321,0.039054
13392,6.64,23,41,2,1,15,12,1,0,0,1,1,0,0,2016,0,0,0,0,0,0,0,1,0,785.05,297.52,506.63,979.09,2568.29,1.27,4064256,0.191778,7.608871,225,529,9.502413,0.07311,0.080837
20000,6.05,19,35,2,1,15,13,0,0,0,1,1,0,0,3307.5,0,0,0,0,0,0,0,1,0,785.05,297.52,506.63,979.09,2568.29,0.78,10900000,0.128414,8.103948,225,361,9.903487,0.048954,0.054129
22440,8,10,26,2,1,2,13,0,1,0,1,1,0,0,2805,0,0,0,0,0,0,0,1,0,460,0,308.17,0,768.17,0.27,7868025,0.034232,7.939159,4,100,10.0186,0,0.020499
16000,8,18,35,3,1,0.5,12,0,0,0,1,1,0,0,2000,0,0,0,0,0,0,0,1,0,189,0,0,0,189,0.09,4000000,0.011813,7.600903,0.25,324,9.680344,0,0.011813
6799.99,3.4,21,37,0,1,4,16,1,0,0,1,1,1,1,2000,0,0,0,0,0,0,0,1,0,73.2,0,120,0,193.2,0.1,4000000,0.028412,7.600903,16,441,8.824677,0,0.010765
5000,2.5,3,20,0,0,0.5,13,0,0,1,0,1,0,1,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4000000,0,7.600903,0.25,9,8.517193,0,0
9360,4.11,10,27,0,0,4,12,1,0,0,0,1,0,1,2280,0,0,0,0,0,0,0,1,0,412.37,120.24,406.41,626.16,1565.18,0.69,5198400,0.16722,7.731931,16,100,9.1442,0.066897,0.056903
11545.4,5.61,25,45,1,1,2,13,0,0,1,1,1,0,1,2058,0,0,0,0,0,0,0,1,0,354.72,123.13,535.04,51.02,1063.91,0.52,4235364,0.09215,7.62949,4,625,9.354042,0.004419,0.041389
9639,4.5,7,23,1,0,2,13,0,0,0,1,1,0,1,2142,0,0,0,0,0,0,0,1,0,395.18,4.15,427.47,0,826.8,0.39,4588164,0.085777,7.669495,4,49,9.173573,0,0.041429
8324.99,3.7,5,22,0,1,4,12,0,0,1,1,1,0,1,2250,0,0,0,0,0,0,0,1,0,349.75,0,997.5,0,1347.25,0.6,5062500,0.161832,7.718686,16,25,9.027018,0,0.042012
35000,16.91,24,47,0,1,15,18,0,0,0,1,1,0,1,2070,0,0,0,0,0,0,0,1,0,795.26,244.61,510.99,1424.04,2974.9,1.44,4284900,0.084997,7.635304,225,576,10.4631,0.040687,0.029711
24000,14.59,29,45,0,0,25,13,0,0,0,1,1,0,1,1645,0,0,0,0,0,0,0,1,0,796.61,286.02,796.72,1333.98,3213.33,1.95,2706025,0.133889,7.405496,625,841,10.08581,0.055582,0.04511
14400,7.5,15,31,3,1,15,13,0,0,1,1,1,0,1,1920,0,0,0,0,0,0,0,1,0,796.61,286.02,796.72,1333.98,3213.33,1.67,3686400,0.223148,7.560081,225,225,9.574984,0.092637,0.075183
15000,8.57,13,32,0,1,4,18,1,0,0,0,1,0,1,1750,0,0,0,0,0,0,0,1,0,796.61,286.02,796.72,1333.98,3213.33,1.84,3062500,0.214222,7.467371,16,169,9.615806,0.088932,0.072175
3450,2.3,3,36,3,0,0.5,10,0,1,0,0,1,0,0,1500,0,0,0,0,0,0,0,0,1,63.25,0,0,0,63.25,0.04,2250000,0.018333,7.313221,0.25,9,8.14613,0,0.018333
1800,2.5,23,69,0,0,25,13,0,0,1,0,1,0,1,720,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,518400,0,6.579251,625,529,7.495542,0,0
2574,3.25,16,49,2,1,15,16,0,0,1,0,1,0,1,792,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,627264,0,6.674562,225,256,7.853216,0,0
9500,5.88,7,25,0,0,0.5,18,1,0,0,0,1,0,1,1617,0,0,0,0,0,0,0,0,1,452.5,376,0,0,828.5,0.51,2614689,0.08721,7.388328,0.25,49,9.159047,0,0.08721
16000,20,9,32,2,1,2,18,0,1,0,1,1,0,1,800,0,0,0,0,0,0,0,0,1,157.69,368.09,703.57,498.07,1727.42,2.16,640000,0.107964,6.684612,4,81,9.680344,0.031129,0.032861
20300,16.92,15,34,3,1,2,18,1,0,0,1,1,1,1,1200,0,0,0,0,0,0,0,0,1,662.86,319,305,540.86,1827.72,1.52,1440000,0.090036,7.090077,4,225,9.918376,0.026643,0.048368
16700,12.65,13,34,2,1,8,18,1,0,0,1,1,1,1,1320,0,0,0,0,0,0,0,0,1,662.86,319,305,540.86,1827.72,1.38,1742400,0.109444,7.185387,64,169,9.723164,0.032387,0.058794
5500,2.93,32,48,0,1,2,8,1,0,0,1,1,0,0,1875,0,0,0,0,0,0,0,0,1,267.75,132.66,243.75,225.84,870,0.46,3515625,0.158182,7.536364,4,1024,8.612503,0.041062,0.072802
6125,3.06,28,46,1,0,15,13,0,0,1,0,0,0,0,2000,0,0,0,0,0,0,0,0,1,267.75,132.66,243.75,225.84,870,0.43,4000000,0.142041,7.600903,225,784,8.720134,0.036872,0.065373
6281.24,3.35,8,36,6,1,8,10,0,1,0,0,0,1,0,1875,0,0,0,0,0,0,0,0,1,248.5,100.13,164.52,236.58,749.73,0.4,3515625,0.11936,7.536364,64,64,8.745323,0.037664,0.055503
5019.99,2.51,13,32,1,0,4,13,0,1,0,0,1,0,0,2000,0,0,0,0,0,0,0,0,1,248.5,100.13,164.52,236.58,749.73,0.37,4000000,0.149349,7.600903,16,169,8.521183,0.047128,0.069448
6885,3,12,35,7,0,0.5,10,0,0,1,0,0,0,0,2295,0,0,0,0,0,0,0,0,1,144.38,56.04,59.58,0,260,0.11,5267025,0.037763,7.738488,0.25,144,8.8371,0,0.02911
6854.39,3.57,12,48,3,1,8,12,0,1,0,0,0,0,0,1920,0,0,0,0,0,0,0,0,1,200.84,94.22,158.59,0,453.65,0.24,3686400,0.066184,7.560081,64,144,8.832644,0,0.043047
8280,4.5,8,25,0,0,4,13,0,0,1,0,0,0,0,1840,0,0,0,0,0,0,0,0,1,163.31,198.82,0,0,362.13,0.2,3385600,0.043735,7.517521,16,64,9.021598,0,0.043735
3000,1.79,24,46,0,0,15,13,0,1,0,0,1,0,1,1680,0,0,0,0,0,0,0,0,1,333.97,140,132.47,188.07,794.51,0.47,2822400,0.264837,7.426549,225,576,8.006368,0.06269,0.15799
4900,4.67,10,29,2,1,2,12,1,0,0,0,1,0,1,1050,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.99,1102500,0.211833,6.956545,4,100,8.49699,0.061529,0.099665
6092.3,3.43,13,35,1,1,2,18,0,0,0,0,0,0,1,1776,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.58,3154176,0.170376,7.482119,4,169,8.714781,0.049487,0.08016
7920,4.13,38,66,0,1,25,6,1,0,0,0,1,1,1,1920,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.54,3686400,0.131058,7.560081,625,1444,8.977146,0.038067,0.061662
5915.07,2.57,3,19,0,1,0.5,12,0,0,1,0,1,0,1,2304,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.45,5308416,0.175481,7.742402,0.25,9,8.685259,0.05097,0.082562
5760,3,7,23,0,1,0.5,13,0,0,1,0,0,0,1,1920,0,0,0,0,0,0,0,0,1,373.29,115.07,248.13,301.49,1037.98,0.54,3686400,0.180205,7.560081,0.25,49,8.658692,0.052342,0.084785
5480.77,2.92,12,30,2,0,4,12,0,0,1,0,1,0,1,1875,0,0,0,0,0,0,0,0,1,194.48,172.04,10.3,0,376.82,0.2,3515625,0.068753,7.536364,16,144,8.609001,0,0.066874
7000,3.5,36,54,0,0,4,13,0,0,1,0,0,0,1,2000,0,0,0,0,0,0,0,0,1,313.89,177.23,233.62,0,724.74,0.36,4000000,0.103534,7.600903,16,1296,8.853665,0,0.07016
5538.46,3.3,26,42,0,0,8,10,0,1,0,0,0,1,1,1680,0,0,0,0,0,0,0,0,1,175.27,0,64.8,0,240.07,0.14,2822400,0.043346,7.426549,64,676,8.619472,0,0.031646
6646.15,3.08,8,28,0,1,0.5,16,0,1,0,1,1,0,1,2160,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4665600,0,7.677864,0.25,64,8.801793,0,0
5076.92,2.9,1,19,0,0,0.5,12,0,0,1,0,1,0,1,1750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3062500,0,7.467371,0.25,1,8.53246,0,0
5000,2.78,6,22,0,1,0.5,16,1,0,0,0,1,0,1,1800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3240000,0,7.495542,0.25,36,8.517193,0,0
10500,4.86,37,55,2,1,4,12,0,0,1,1,1,0,1,2160,0,0,0,0,0,0,0,0,1,415.03,169.45,306.7,415.56,1306.74,0.6,4665600,0.124451,7.677864,16,1369,9.25913,0.039577,0.055665
12000,4.76,33,53,1,1,8,18,0,1,0,1,1,0,1,2520,0,0,0,0,0,0,0,0,1,415.03,169.45,306.7,415.56,1306.74,0.52,6350400,0.108895,7.832014,64,1089,9.392662,0.03463,0.048707
10600,6.54,8,25,0,1,4,14,0,1,0,0,1,1,1,1620,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,1.01,2624400,0.154673,7.390182,16,64,9.268609,0.047791,0.074073
12000,6.67,11,27,0,1,2,18,0,1,0,1,1,1,1,1800,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.91,3240000,0.136628,7.495542,4,121,9.392662,0.042215,0.065431
10523.1,4.62,20,36,0,1,15,12,0,0,0,0,1,0,1,2280,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.72,5198400,0.155803,7.731931,225,400,9.261328,0.04814,0.074614
10728,5.16,12,28,1,0,8,12,0,1,0,0,1,0,1,2080,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.79,4326400,0.152827,7.640123,64,144,9.280612,0.04722,0.073189
9980.77,4.99,14,29,0,0,0.5,13,0,1,0,0,1,0,1,2000,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.82,4000000,0.164269,7.600903,0.25,196,9.208415,0.050756,0.078668
10000,5.13,13,30,2,1,8,18,1,0,0,0,1,1,1,1950,0,0,0,0,0,0,0,0,1,539.77,245.4,347.78,506.58,1639.53,0.84,3802500,0.163953,7.575585,64,169,9.21034,0.050658,0.078517
9150,3.81,30,47,2,1,2,18,0,0,1,1,1,0,1,2400,0,0,0,0,0,0,0,0,1,283,106.5,300.33,584.5,1274.33,0.53,5760000,0.139271,7.783224,4,900,9.12151,0.06388,0.042568
11092.8,5.66,11,31,1,0,4,16,0,0,0,0,1,1,1,1960,0,0,0,0,0,0,0,0,1,283,106.5,300.33,584.5,1274.33,0.65,3841600,0.114879,7.5807,16,121,9.314052,0.052692,0.035113
9500,3.6,31,47,2,1,2,18,0,1,0,1,1,0,1,2640,0,0,0,0,0,0,0,0,1,283,106.5,300.33,584.5,1274.33,0.48,6969600,0.13414,7.878534,4,961,9.159047,0.061526,0.041
17900,8.02,10,33,0,0,4,18,0,0,1,0,1,0,1,2232,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.42,4981824,0.176603,7.710653,16,100,9.792556,0.070652,0.06943
13000,7.74,23,38,5,1,0.5,18,0,1,0,1,1,0,1,1680,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.88,2822400,0.243169,7.426549,0.25,529,9.472705,0.097283,0.095599
13500,9.12,15,31,2,1,8,16,0,0,0,1,1,1,1,1480,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,2.14,2190400,0.234162,7.299798,64,225,9.510445,0.09368,0.092059
12500,8.77,10,30,2,1,4,18,0,0,1,0,1,1,1,1425,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,2.22,2030625,0.252895,7.261927,16,100,9.433484,0.101174,0.099423
13456.1,6.87,25,41,2,1,4,13,0,0,0,0,1,0,1,1960,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.61,3841600,0.234926,7.5807,16,625,9.507188,0.093986,0.092359
17500,6.08,12,39,2,1,8,14,0,0,1,0,1,0,1,2880,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.1,8294400,0.180639,7.965546,64,144,9.769957,0.072267,0.071017
13440,8,24,43,2,1,15,16,1,0,0,0,1,1,1,1680,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.88,2822400,0.235208,7.426549,225,576,9.505991,0.094098,0.092469
13000,7.9,20,37,0,0,8,18,1,0,0,0,1,0,1,1645,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.92,2706025,0.243169,7.405496,64,400,9.472705,0.097283,0.095599
15000,8.33,21,37,2,1,8,18,0,0,0,1,1,0,1,1800,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.76,3240000,0.210746,7.495542,64,441,9.615806,0.084312,0.082853
14500,6.44,8,26,0,0,4,18,0,0,1,1,1,0,1,2250,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.4,5062500,0.218013,7.718686,16,64,9.581903,0.087219,0.08571
20000,9.52,34,50,2,1,15,18,0,1,0,1,1,1,1,2100,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.51,4410000,0.158059,7.649693,225,1156,9.903487,0.063234,0.06214
15400,8.56,30,48,2,1,8,16,0,0,1,0,1,0,1,1800,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.76,3240000,0.205272,7.495542,64,900,9.642123,0.082122,0.080701
30000,11.76,27,43,1,1,2,12,0,0,1,1,1,1,1,2550,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.24,6502500,0.105373,7.843849,4,729,10.30895,0.042156,0.041426
16500,6.22,5,27,0,1,0.5,18,0,1,0,1,1,0,1,2652,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.19,7033104,0.191587,7.88307,0.25,25,9.711116,0.076647,0.075321
17000,4.67,19,35,2,1,2,18,1,0,0,1,1,0,1,3640,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,0.87,13200000,0.185952,8.199739,4,361,9.740969,0.074393,0.073105
12500,5,12,28,0,1,2,18,0,1,0,1,1,0,1,2500,0,0,0,0,0,0,0,0,1,930.47,312.32,653.72,1264.68,3161.19,1.26,6250000,0.252895,7.824046,4,144,9.433484,0.101174,0.099423
16000,9.92,32,50,0,0,15,18,0,0,0,0,1,1,1,1612.5,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,2.18,2600156,0.220177,7.385541,225,1024,9.680344,0.146647,0.063639
14150,4.72,37,53,0,1,2,16,0,0,0,1,1,0,1,3000,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,1.17,9000000,0.248963,8.006368,4,1369,9.55747,0.16582,0.07196
16000,10.81,22,42,1,1,15,18,0,0,0,1,1,1,1,1480,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,2.38,2190400,0.220177,7.299798,225,484,9.680344,0.146647,0.063639
13300,7.34,14,30,0,0,2,18,0,0,0,0,1,0,1,1813,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,1.94,3286969,0.264874,7.502738,4,196,9.49552,0.176417,0.076559
16500,8.59,32,48,2,1,8,18,0,1,0,1,1,0,1,1920,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,1.83,3686400,0.213505,7.560081,64,1024,9.711116,0.142203,0.061711
14600,5.1,34,54,7,0,4,18,0,0,1,1,0,0,1,2860,0,0,0,0,0,0,0,0,1,740.68,277.55,158.25,2346.35,3522.83,1.23,8179600,0.24129,7.958577,16,1156,9.588777,0.160709,0.069742
